,User_name,Review,Rating1,Rating,Title
2052,Gudipudi sri ram charan,Sound quality is ok but bass was not up to the mark and coming to battery for the first 5 days you get 14 hrs play time and after a week I have noticed that battery lasts for 10 hrs only.,4.0 out of 5 stars,4,Sound quality is good but battery capacity is baf
2053,Palash Das,Easy to use and really good sound quality. Not sure about the noise cancelling features... But bass quality is excellent in this segment.,5.0 out of 5 stars,5,Big thumbs up 👍
2054,Ariff,Like:1. Looks premium.2. Fits well around neck.3. Quick disconnect and connect.4. Sound is loud and clear.Dislike:1. No bass effect as name suggests.,4.0 out of 5 stars,4,Good quality but with less bass effect
2055,SHANMUGASUNDARAM,"I have purchased new bullet z Headset, material is good but I have small problem in my headset mic 🎤 not working in my headset but Amazon gave assurance  new product to me. Thank You Amazon.",4.0 out of 5 stars,4,Headset Quality best
2056,Nakul Das,"I write the review after two days used it . Battery backup for 10 hours sure , sound quality is fine also built design, fast charging . After 10 minutes charging u can use it for 9-10 hours .",4.0 out of 5 stars,4,Built design and butts
2057,DHAVAL M CHOVATIYA,"Battery life is short, it work batter because it is off when both ear are close through megnate.",4.0 out of 5 stars,4,Just good
2058,jeeva,Defected piece while playing game this headphone disconnects automatically and we have switch it on again after sleep mode gets over while trying to connect to handset it takes a lot of time to connect.,1.0 out of 5 stars,1,Defected piece
2059,Utpal,Not good at all. I already have realme and it's much better in every aspect. Oneplus shamelessly cheated people saying quick switch which is not there on this headphone. Rubbish,1.0 out of 5 stars,1,DO NOT BUY THIS PRODUCT!
2060,J.Karthikeya,This Bass quality is what missed in earlier model. This Bass edition is amazing,5.0 out of 5 stars,5,Wow
2061,harish,"The product is getting auto disconnected from Phone and Few calls will not be through bluetooth, It's creating lot of peoblems",1.0 out of 5 stars,1,Connectivity issue
2062,Neeraj verma,best product in Amazon thanku so much amazon nd one plus neck band quality full bassed are so good to other band product,5.0 out of 5 stars,5,one plus are good work 👌👌👌
2063,Jibin mohan,Worst quality.. disconnecting frequently... auto connects connects very rarely.. only good thing is battery backup,1.0 out of 5 stars,1,Disconnecting in every 10min
2064,K Naveen,Very Small for neck. Need to have little extending of length. That will be useful and easy to handle.,1.0 out of 5 stars,1,The length is too small
2065,HEMANT KUMAR,"Satisfying in terms of easy use, quality make, connectivity and looks.Though low at bass in sound but sound quality is up to mark.",4.0 out of 5 stars,4,Lovely to buy them.
2066,Shravan Ramesh Birajdar.,"I just love it. Sound quality, noise cancellation, bass, quality of material, and all is absolutely value for money I think. I definitely recommend who are looking for best, longlife and powerful neckband or earphone. It's just AWESOME...",5.0 out of 5 stars,5,Best ever
2067,Amazon Customer,Sound quality is crystal clear. Good battery backup upto 12 to 13 hours on single charge.Bass is decent not thumping so people who loves extra bass can go with other options.,5.0 out of 5 stars,5,Great deal
2068,Ravi Teja Ladi,If u want good sound quality and auto bluetooth connection u can go for it.,5.0 out of 5 stars,5,Best product
2069,Atul Bhaskar,Don't buy if you aren't satisfied with the product quality...Amazon will take ay least 15 days to provide you a return/replacement. Unacceptable,1.0 out of 5 stars,1,Don't buy
2070,Thippeswamy,Device switch over button is NOT there since i have purchased older version of bullet wireless Z. But in the product specification it is mentioned as quick switchover which i am unable to do so far. Can anyone help here?,4.0 out of 5 stars,4,Switch over functionality not available
2071,Amazon Customer,Gud,4.0 out of 5 stars,4,Nice
2072,Amal Rajeev,Good sound quality with exceptional bass ...Mids and highs feel a little muffled... Excellent battery life ... 40 to 50% volume is enough for many people in indoor use ... Overall total value for money product,5.0 out of 5 stars,5,Good sound quality with exceptional bass ..
2073,marlin K.,very poor customer service and very low quality earbudsomething cracking sound is producing while listening a song due to this i had replaced the earbud but again same problem occurring.,1.0 out of 5 stars,1,don’t buy
2074,Rakesh Chaudhary,Previous OnePlus wireless ear phones were better. OnePlus has cut down important feature from this edition..that is switching between 2 devices.,2.0 out of 5 stars,2,"Does not include feature:""Switch between 2 devices"""
2075,rohan १,Product is best but third class service at authorised service center @ kolhapur,4.0 out of 5 stars,4,3rd class service by authorised service centre
2076,Ujjaval,First of all product is very good for the price and amazon provides very good support as first I received product with broken seal and used but they replaced immediately. Recommend product.,5.0 out of 5 stars,5,Product good and Very good support by amazon
2077,AB,Highly recommended. Amazing product. Packaging is great. Sound quality and build quality both are great.Noise cancellation is not badBass quality is also good. I really loved these OnePlus Wireless Earphones😍🤩,4.0 out of 5 stars,4,Battery backup is awesome . Very nice product. Highly recommended.
2078,Kumar Abhishek,                    The media could not be loaded.                 you can't get better than this. Overall sound quality is excellent and best in budget.,5.0 out of 5 stars,5,Superb quality and Top class Earphone
2079,sachin,Good sound quality and connects very quicklyGood bass and very premium look charges very quickly and can use full day with 10min charge that’s really great,5.0 out of 5 stars,5,Very fast pairing to my iphone and premium look
2080,Kaustav C.,Very good item. Good sound quality. Sufficient bass. Very good battery life. Good to receive call. Very fast connection.,5.0 out of 5 stars,5,Fantastic earphone. Good quality. Must buy.
2081,Deepak Madhwani,"                    The media could not be loaded.                 Awesome neckband in this price and its quality product worth for money, bass is perfect, thank you one plus and Amazon for this amazing product",5.0 out of 5 stars,5,Best neckband
2082,Yash Patil,It's is a very good package of everythingValue for money productIt's built quality is bestIt is very and very easy to carry Just fold it as you wantNow that is easy,5.0 out of 5 stars,5,It's has best sound quality in these price range
2083,"K Chakkravarthi, ","Good sound, base quality.",4.0 out of 5 stars,4,More colors to incorporate.
2084,arun,"I had used around 6 months. After 10-minute charging, I am getting 2 days battery life. The sound quality is also good.",5.0 out of 5 stars,5,Recommended
2085,Nandu,Sound was overloaded...but overall quality fantastic and few levels of volume is more than enough,4.0 out of 5 stars,4,Sound was overloaded
2086,Ekta,Good for music but very disappointed with the audio quality during calls. It is very difficult to hear what the other person is saying due to excessive noise. Won't recommend it.,1.0 out of 5 stars,1,Not good for calls.
2087,Naveenkumar,It's amazing product.I am using since one month it's working perfect when comparing with other headsets. I recommended this one.,5.0 out of 5 stars,5,Amazing product by One+
2088,Rizwan Shaikh,Really ONEPLUS Z  Wireless earphone is outstanding performance in sound quality and bass quality is superb like cinematic surrounding Dolby Atmos sounds. Noise cancellation also good. Voice call sounds out going and incoming also good.,4.0 out of 5 stars,4,Outstanding performance Dolby Atmos sound.
2089,Rahul Dongre,Cracking noise on the phone or on a notebook or any other device can be manufacturing defects. as this was was my replacement.,1.0 out of 5 stars,1,Cracking Noise while on phone or on laptop or any other device
2090,Farzeen saiyed,It doesn’t automatically Ons and offs they send me a faulty one and also no replacement came.. complaining now on social media,1.0 out of 5 stars,1,Faulty one .. doesn’t on and off and also battery issues
2091,Sumit Shah,There is a sparking sound while pressing the volume button nd having some another disturbing sound while watching videos nd song. I return the order again I got having same problem.. waste of money.,1.0 out of 5 stars,1,Not happy
2092,nelson,I read the description and it says it is compatible for all smartphones but when I connect its says not compatible for better sound. And all I can hear is very low volume sound and not clear.,1.0 out of 5 stars,1,Not compatible to all smartphone
2093,Deepak kalal,Kharabb ho gaye mere earphone 4 purchase kiye usme se 3 kharab nikale only 6 months me  To purchase 2000 dekr krne kya matlb hai agr apne. 1 year ke next day kharab hua to gaye na 2000 rupe pani me,1.0 out of 5 stars,1,Kharabb ho gaye mere earphone 4 purchase kiye usme se 3 kharab nikale only 6 months me
